,title,description
27,Office Suite 2020 CD DVD Compatible with Microsoft® Word® Excel® for Windows MAC,"Do you want all of the functions and features of the big brand Office Suites?  The Office Suite 2020 Professional Is The Perfect Solution.

Office Suite 2020 has all of the Office Word Document, Office Spreadsheet, and Office Presentation software you are used to and is fully compatible with MS Office files.

Office Suite 2020 works with all of the default office file formats; .pdf, doc, docx, xls, xlsx, ppt, pptx alongs with many other formats
Create your files in Office and open it in any other office programs or vice versa.  You'll have all of the same features and full compatibility.
If you are a home, student, or business user, this office suite is the best alternative to big brand Office Suites at a fraction of the cost!

Open Office Software Suite covers any and all primary functions an individual at university, work, or in school might need during daily PC activities.  Be it word processing, spreadsheet analysis or creating a presentation, Office Suite offers many different uses, all while being compatible with Word, Excel and PowerPoint.

Programs Included:

Writer: Word processing for creating text documents compatible with Word

Calc: Spreadsheet analysis for calculations, formulas and breakdowns and compatible with Excel

Draw: Vector-based drawing program to create graphics

Impress: Software for stylish presentations just like you would in Powerpoint

Base:: Database to manage large amounts of data

Math: Editor for mathematic formulas



System Requirements: Windows 10, 8, 7, Vista and XP (32-bit and 64-bit). or OS X / Mac OS.  Requires Java.

Please note: This is NOT a Microsoft product.  It is an office suite that is 100% fully compatible with MS Office files types.  Meaning you will be able to open, edit or create any Excel, Powerpoint, Word, Presentation files.  It is fully compatible with MS Office and a great alternative to the expensive suite of software.

Lifetime Updates Included and NO Product Key Required. Licensed under LGPL v3, Open Source Software. You may run this on as many computers as you like. This listing is for the OpenOffice Office Produced by & Design (C) IMPEX Source"
28,"Verified database of US mortgage brokers 2021 June - 340,000","Verified database of US mortgage brokers




340,000 records Verified U.S. Mortgage Broker Database - June 2021
                                       



Total Records: 340 000

       Format : Excel, CSV

Database Includes:

Company Name
Contact Name
Email Address
Street Address
City
State
Zip Code
County
Area Code
Phone Number
Website URL
Number of Employees
Annual Revenue
SIC Code
SIC Description




FREE Base 20Million Email List B2B USA Business/Companies 

                                       

20 Million Business B2B USA

✓ This item is Digital File.
✓ USA Emails, Number Phone, Address, City, State.
✓ No Duplicates.
✓ Format Exel.
✓ Fresh Emails.



 Fast shipping for free"
29,"Oracle Essentials: Oracle Database 11g Greenwald, Rick, Stackowiak, Robert, Ste","About this product

Product Information
Oracle is an enormous system, with myriad technologies, options, and releases. Most users-even experienced developers and database administrators-find it difficult to get a handle on the full scope of the Oracle database. And, as each new Oracle version is released, users find themselves under increasing pressure to learn about a whole range of new technologies. The latest challenge is Oracle Database 11g. This book distills an enormous amount of information about Oracle into a compact, easy-to-read volume filled with focused text, illustrations, and helpful hints. It contains chapters on: Oracle products, options, data structures, and overall architecture for Oracle Database 11g, as well as earlier releases (Oracle Database 10g, Oracle9i, and Oracle8i) Installing, running, managing, monitoring, networking, and tuning Oracle, including Enterprise Manager (EM) and Oracle's self-tuning and management capabilities; and using Oracle security, auditing, and compliance (a new chapter in this edition) Multiuser concurrency, data warehouses, distributed databases, online transaction processing (OLTP), high availability, and hardware architectures (e.g., SMP, clusters, NUMA, and grid computing) Features beyond the Oracle database: Oracle Application Express, Fusion Middleware (including Oracle Application Server), and database SOA support as a Web services provider The latest Oracle Database 11g features: query result set caching, Automatic Memory Management, the Real Application Testing, Advanced Compression, Total Recall, and Active Data Guard Option Options, changes to the OLAP Option (transparently accessed and managed as materialized views), the Flashback transaction command, transparentdata encryption, the Support Workbench (and diagnosability infrastructure), and partitioning enhancements (including interval and new composite types) For new Oracle users, DBAs, developers, and managers, Oracle Essentials provides an invaluable, all-in-one introduction to the full range of Oracle features and technologies, including the just-released Oracle Database 11g features. But even if you already have a library full of Oracle documentation, you'll find that this compact book is the one you turn to, again and again, as your one-stop, truly essential reference. ""Oracle Essentials gives a clear explanation of the key database concepts and architecture underlying the Oracle database. It's a great reference for anyone doing development or management of Oracle databases."" --Andrew Mendelsohn, Senior Vice President, Database Server Technologies, Oracle Corporation

Product Identifiers
Publisher	O'reilly, Incorporated
ISBN-10	0596514549
ISBN-13	9780596514549
eBay Product ID (ePID)	60756723

Product Key Features
Language	English
Publication Year	2007
Number of Pages	408 Pages

Dimensions
Item Length	9.2in.
Item Height	0.9in.
Item Width	7in.
Item Weight	23.1 Oz

Additional Product Features
Lc Classification Number	Qa76.9.D3
Edition Description	Revised Edition
Edition Number	4
Author	Rick Greenwald, Jonathan Stern, Robert Stackowiak
Copyright Date	2007
Format	Perfect
Target Audience	Scholarly & Professional
Topic	Desktop Applications / Databases, Data Processing, Databases / Data Mining, Databases / General
Dewey Decimal	005.7585
Dewey Edition	22
Illustrated	Yes
Genre	Computers"
30,Apple iTunes Gift Card USA United States $2 $3 $4 $5 $10 $15 $25 $50 $100 ✅FAST✅,"Note : Delivery between ( 01 Minute to 01 Week )

iTunes Gift Card code is redeemable for apps, games, music, movies

About iTunes Gift Card US

iTunes Gift Card code is redeemable for apps, games, music, movies, TV shows and more on the iTunes Store, App Store, iBooks Store, and the Mac App Store. Recipients can access their content on an iPhone, iPad, or iPod, and watch or listen on a computer – Mac or PC.

Get it for yourself or for friends and family to show that you appreciate them! 

With the iTunes Gift Card you don’t have to worry about who is your niece’s favourite artist or your grand uncle’s favourite author. It’s a gift that is suitable for all ages, styles and occasions. 

Let your loved ones know that you are thinking of them with an iTunes Gift Card today. 

How to redeem iTunes Gift Card Code?

Redeem iTunes Gift Card on your iPhone, iPad, or iPod touch

1.       On your device, open iTunes Store App.

2.       Scroll to the bottom of the Featured section and tap Redeem.

3.       Login with your Apple ID.

4.       Tap ""You can also enter your code manually.""

5.       Enter the 16-digit code, which starts with X, retrievable from My Game Card Page.

6.       Tap Redeem. After redeem is successful, your iTunes account balance automatically updates.

Redeem iTunes Gift Card on your Mac

1.       Launch iTunes.

2.       Click Sign In. Then enter your Apple ID and password.

3.       Click your name. Choose Redeem from the menu.

4.       Enter your password again.

5.       Enter the 16-digit code, which starts with X, retrievable from My Game Card Page.

6.       Click Redeem. After redeem is successful, your iTunes account balance automatically updates.

What can you buy with an iTunes Gift Card?

Our cards are available in $2, $3, $4, $5, $10, $15, $25, $59 and $100. 

Choose the amount you would like and you will be well on your way to accessing over 10 million songs, 100,000 podcasts, and 27,000 audiobooks! 

You will also be able to purchase full-length movies, TV shows, apps, in-app purchases and so much more. 

What are you waiting for? Make the purchase today and enjoy all the latest releases!

Buying iTunes Gift Cards Via Email Delivery

The fastest way to obtain your card after purchase is through email delivery. Legitimate codes are sent straight to your email inbox and you can use it immediately upon receiving. 

Because you do not have to wait for a physical card to arrive, you can make the purchase anytime you want. Also, you do not have to worry about leaving the house at all!

Different country's iTunes Gift Card code

iTunes Gift Cards are country-specific. If you're trying to redeem a gift card that was purchased in a different country, make sure that you're redeeming it in the same country's iTunes Store. You can't redeem gift cards outside of the country of purchase. For example, a gift card purchased in the United States can't be redeemed in an iTunes Store in Canada."
31,PDF GUIDE ▶️🔥Get Amazon Gift Card Walmart Target Best Buy Gift Card 5-20% OFF,"* A PDF file explaining how to buy gift cards with a discount from 5% to 20%

* Once you have paid, the link will be delivered to you through messages

* You can get
- Amazon Gift Card
- Walmart Gift Card
- Target Gift Card
- Best Buy Gift Card

a discount from 5% to 20%"
32,$10 to $100 Physical Gift Cards - Standard 1st Class Mail Delivery - Athentic,"100% Authentic

$10 to $100 Physical Gift Cards - Standard 1st Class Mail Delivery - Athentic

Condition: Brand New, Never Redeemed


Important Note:

We are charging some extra value than actual card value, as difference will cover eBay Selling Commission, PayPal Payment Processing Fees, Priority Mail Shipping Charges, Our Margin."
33,$250 DELTA AIRLINES GIFT CARD - PHYSICAL CARD / FREE SHIPPING!!,"You are bidding on a $250 Delta Airlines Gift Card!  You will receive the exact card from what is scanned in the photo.  FREE SHIPPING!!

I will provide combined shipping for each additional item won for $1.00"
34,"50 gift, debit, ID, discount, credit, hotel key, casino, phone cards collectible","SALE OF COLLECTION !!!
This listing is for 50 assorted
gift, debit, ID, discount, phone, credit cards, hotel room key cards, VIP cards, collectible.
Condition of cards is very good, almost all look like new, however, some old cards are yellowish. A certain number of cards aged 10-20 years or more, many issuers of these cards no longer exist at present.
 Debit, phone, casino and gift cards have a zero balance, expired or blocked. It is not possible to replenish, transactions, registrations and other actions. Use only the collection.
You do not receive all the cards shown on the photo,
but 50 cards are randomly assigned.
Up to 20 sets (1000 cards) in a single order are guaranteed to not contain duplicates.


Ask questions if you have any.
Worldwide shipping will be made from Russia by airmail with providing a tracking number. 
Enjoy the shopping! "
35,WORKING VPN Private Account 31 Days SERVICE | Outline | Better than OpenVPN,"For sale is a genuine access key for the WorkingVPN.com Premium offering that entitles you to 1 month (31 days) of extremely fast VPN service in one of the two locations:
Canada
United States
(Please let us know which location you would like to get an access key for via either order message during the checkout process or eBay messages)


What happens after you place an order:

1) We'll create and send you a private access key along with links/instructions to download and install an official Outline VPN client software/app.

2) You'll need to install the client on all devices you want to connect with.

3) Copy and paste the private access key into your client app

4) Connect & Enjoy!


We're not a reseller, we're the actual provider and have physical access to our servers. 
This eBay listing is for a limited-time promotional price offering. 
Feel free to message us with any questions, comments, and/or concerns that you may have.


How are we better than other VPN providers?
Personalized support (message us via eBay or email)
We use the Shadowsocks protocol instead of LT2P/IPsec or OpenVPN like other providers. Less overhead means faster throughput and performance for our customers while still maintaining strong encryption and security.
Our servers are configured to use port 443 (standard port used by HTTPS), which makes it harder for firewalls to block.
Private access key = more secure. You're not sharing a VPN login/account like you are with other eBay listings for the bigger brand VPN services.
Compatible with a trusted open-source VPN Client: ""Outline VPN"" client/app is available on Windows 7/8/10, macOS, Linux, ChromeOS, Android and iOS)
More likely to work behind strict work/school firewalls and censorship in places like China, Russia, and Dubai.


Service Details:

Choose one server location: Canada, United States
Bandwidth: Unlimited
Speed: up to 1Gbps
Duration: 1 month / 31 Days
Number of Devices: Unlimited*

* Although we don't limit your number of connected devices allowed in any way, please note that more devices connected to your access key may degrade performance/speed (all of your devices would use the same access key).


By proceeding to buy this item and connecting to our servers, you agree to our terms of use and privacy policy, which can be found here:
[link removed by eBay]
[link removed by eBay]"
36,Enwebhost VPN (Virtual Private Network) Account - 1 Month,"VPN: Quality of Service & Comfort of Support

        We offer you a 30-day VPN subscription with a great price! All you need to download ""OpenVPN Connect"" and import the OpenVPN profile we send you, no username/password needed!
Locations: US - UK
              
Traffic: Unmetered
              
Ultrafast Speed (1Gbps)
              
Number of Devices: 5
OpenVPN System
Support Via Our Dedicated Portal or eBay

US location is chosen by default, please indicate in your order if you prefer UK location.
 
Port 443 is used for VPN connections (Port 443 is used to secure web browser communication or HTTPS services, it makes it harder for firewalls to block VPN connections).


Installation Guide:

Install ""OpenVPN Connect"" client for your operating system, import the profile and hit connect.


Why Choose Us?      

We offer a high level of encryption and security, using OpenVPN and port 443.
              
We take all necessary measures to make the VPN work in difficult conditions in different countries.
              
All you need is to import a profile, no username/password is needed.
              
We offer 24/7 support via eBay, email and our portal. 
              
Our VPN is almost compatible with any device."
37,"OpenVPN VPN service 6 month subscription, free shipping world wide","Introducing low cost OpenVPN VPN service. 

Use WiFi Securely Anywhere Any time!

No need to worry about being monitored by any one any more!

 

Product Highlights

Low monthly fee
High availability:  Cloud based OpenVPN service, >99.99% up time.
High Bandwidth. Each server is 100Mbps bandwidth. Auto balance traffic among servers. Each server auto limits max 25 connections, to maximize per-connection bandwidth.
Highly Secure: Only strongest encryption algorithms are enforced.
Stay Anonymous: We don't monitor traffic Your original IP is hidden.
Easy to setup. No account setup needed. You just need to install OpenVPN client (free). We send you a preconfigured profile, you just imported it on your device. That's it!
Support all kinds of device  iOS/Android/Windows/MacBook/Linux.


Top Reasons Why Buy VPN Product from us?

We can also customize solution to fit your unique needs (Fees apply). Contact us for more information!

This sale includes: 6 months' subscription of OpenVPN service. A OpenVPN configuration file will be delivered by email.

NOTE: 

This solution may NOT work in certain places in China. Return will NOT be accepted because of this.

Shipping & Return Policy:

Free shipping. An OpenVPN configuration file will be delivered to your PayPal email account.

 

This sale is final. No Returns because once we email you the configuration file with password, we cannot cancel it. Thanks.
If you can find a way to give us your email address to receive a trial configuration, we can provide you a 2-day free trial before you buy."
38,Create your own vpn (nfo),"The vpn will run under an application called OpenVPN and it will 100% be yours. You will be given the code to make your own vpn like providers ""NordVPN, ExpressVPN, CyberGhost"" this won't include the software applications that they have though, it will just be a connection file.


This one time fee of $100 will give you the ability to launch your own VPN business if you'd like or just use it for personal use.


After you buy I will be with you one on one until you have it setup successfully.



** IMPORTANT ** - You will still have to pay the NFO server fees, the $100 is only for me setting this up for you and giving you all the files.



Server Locations"
39,Fastest VPN Service Unlimited Lifetime New Subscription For 5-Devices,"This is a digital product. There is no physical mail sent.
- This isn't a cheap shared account. You will receive a License that you will activate yourself using your own username and password.
- Subscription for new users only. Existing users can't claim this offer.
- We DON'T provide technical support for the product. Customer service/support is handled directly with FastestVPN.
- Please provide us with your email address so we can process your subscription faster.
- Once the license is delivered, all sales are final.
DESCRIPTION
Key Features
- Length of access: Lifetime.
- Number of Devices: 5 simultaneous connections
- No billing information or credit card or any sort of payment will be required
- Bypass geolocation blocks (Useful for Streaming services like Netflix)
- 350+ servers in 41+ countries
- Unlimited bandwidth
- Blazing Fast Speed
- 256-bit AES encryption
- Zero logging
- Ad blocker Included
- NAT firewall Included
- Anti-malware Included
- 24/7 technical support
- Unlimited server switches
- Internet kill switch
- Lifetime updates & support
Reviews
TenBestVPNs: ""FastestVPN is one of the most promising VPN services in the market."""
40,OpenVpn - 12 Months Unlimited VPN Traffic iOS Android,"OpenVPN technology allows internet connected mobile devices to access internet using the SSL VPN tunnel technology.


AES encryption provides military grade encryption technology

SSL VPN Bypasses Firewall Restrictions

Connect up to 3 Android or iPhone Device with unlimited traffic.

Easy to setup and stay connected. 


***Czech republic Server / IP Address***"
41,"TekLan VPN - 5 connections 1 month! Fast, secure and a private service!","5 Connections / 1 Month

Hi, Thanks for looking at our listing! We're TekLanVPN.com, We're a small and privately owned service! Our small team handles everything from Sales, Support, Servers and everything in-between! We're a friendly team of people with a passion for privacy and customer service! We also own a hosting service and a few other services! We recently rebranded everything as ""TekLan"" but we've been around for a while now! 

After becoming fed up with the big companies, We decided to launch our own. No sales gimmicks, just VPN connections for a fair price :) We have our own branded app for android and one for windows as well as browser extensions! We currently have around 42 locations of servers across the world, every few customers that join we're adding more! We do take location requests on discord or in ticket! (No promises though, based on demand/cost) use the discord.gg/BBPQyhXFsK to find the group.

Come try us out and join a service run by users, for users! It's run on OpenVPN, so our apps or .ovpn file generation for openvpn client apps. We will be getting mac/iOS applications made in the future - windows just released and these are next on the to-do list! We also offer affiliate links, so if you have great sales skills but don't want to spend on managing a network of servers and supporting people, then give me a shout!

We do not resell another service, Nor do we allow resellers of our service! We maintain total control so we can handle each aspect, as opposed to just watching sales come in :) Although we've grown a lot bigger than we ever thought possible - We still manage to maintain great relationships with our clients. Any questions, ask me here or on the website! Product will be added to your account on our website - just message us when you've made it with the info and we'll add it on!

Unfortunately we can't automate the ebay sign ups like we do with direct purchase so there can be delays! If you need it urgently, just send a pre-sales message to see if we're available! We usually are, but we do sleep!"
42,VPN Windscribe Pro (2021-2026),"Windscribe VPN PRO account with SUBSCRIPTION UNTIL 2026, UNLIMITED traffic. The number of countries for connection in the PRO version ~ 50

📌Suitable for PC (Windows | Mac | Linux), browser (Chrome | Opera | Mozilla Firefox), phone (Android | iOS), and router.

⭐️ RULES OF PURCHASE:

1. After purchasing this product, you will receive a text such as login: password.

2. After that, you need to download the version of the program for your OS. https://rus.windscribe.com/download

3. After installation, log in using the received data.

4. Enjoy.

5. For any questions that arise, write to your personal messages on the site.

6. Do not change your email address or password!

7. 12 months warranty

8. The account is designed for one device. "
43,HMA VPN 1 Year Authentic global key | Hide My Ass VPN 1 year Code | Best VPN,"HMA VPN 1 year (100% Authentic) 
Hide My Ass VPN 1 Year | BEST VPN global 

DESCRIPTION
Hide my ass! Use a professional Ultra Rapid VPN!

LARGEST VPN NETWORK IN THE WORLD 210+ of COUNTRIES 1070+ servers and 290+ locations
IDEAL FOR STREAMING AND P2P
256 bits and 2.73 * 1061 years to hack our security system !!
20 Gbps speed server and 189 servers optimized for streaming.
One subscription for all your devices

We assure you that you are getting a 100% genuine code. 12 Months Guarantee.

🚚 DELIVERY 🚚
After payment, you will receive your account by ebay message.
Please check your ebay message.

Thank you for your confidence .
Enjoy Online Freedom!"
44,"TekLan VPN - 5 connections 1-6 months! You choose! Fast, secure and private!","Hi, Thanks for looking at our listing! We're TekLanVPN.com, We're a small and privately owned service! Our small team handles everything from Sales, Support, Servers and everything in-between! We're a friendly team of people with a passion for privacy and customer service! We also own a hosting service and a few other services! We recently rebranded everything as ""TekLan"" but we've been around for a while now! 

After becoming fed up with the big companies, We decided to launch our own. No sales gimmicks, just VPN connections for a fair price :) We have our own branded app for android and one for windows as well as browser extensions! We currently have around 42 locations of servers across the world, every few customers that join we're adding more! We do take location requests on discord or in ticket! (No promises though, based on demand/cost) use the discord.gg/BBPQyhXFsK to find the group.

Come try us out and join a service run by users, for users! It's run on OpenVPN, so our apps or .ovpn file generation for openvpn client apps. We will be getting mac/iOS applications made in the future - windows just released and these are next on the to-do list! We also offer affiliate links, so if you have great sales skills but don't want to spend on managing a network of servers and supporting people, then give me a shout!

We do not resell another service, Nor do we allow resellers of our service! We maintain total control so we can handle each aspect, as opposed to just watching sales come in :) Although we've grown a lot bigger than we ever thought possible - We still manage to maintain great relationships with our clients. Any questions, ask me here or on the website! Product will be added to your account on our website - just message us when you've made it with the info and we'll add it on!

Unfortunately we can't automate the ebay sign ups like we do with direct purchase so there can be delays! If you need it urgently, just send a pre-sales message to see if we're available! We usually are, but we do sleep!"
45,"Overwatch Boosting - Competitive SR Rank Boost (FREE Live Stream, VPN, PC ONLY)","Overwatch Boosting - Competitive SR Rank Boost (FREE Live Stream, VPN, PC ONLY). Condition is Brand New.


We highly recommend you to contact us prior to buying to prevent misunderstandings. You can message us here on eBay.



ABOUT US

We are two grandmaster players and friends who work together in this service.

We'll be the ones that will boost your account and no one else will have access to it. When you speak to us, you will speak directly to the boosters!


TERMS OF SERVICE

We won't use any cheats or hacks (100% skill)

We won't message anyone of your friends

We won't open your lootboxes

By using our boosting service, you agree and acknowledge that boosting is a violation of Blizzard's policies.

If the account will be suspended by Blizzard (This NEVER happened to us, so chances are super low), we won't be responsible for it.

If the account got suspended for boosting and we already put our efforts and spent our time to boost the account, a refund won't be given.

We are located in Israel and we will boost you in Europe servers (Don't worry, even if you are playing in Americas / Asia servers, the SR will transfer)



Don't hesitate to contact us with any questions you have!"
46,Sea of Thieves Duke Ship NO PERSONAL INFO NEEDED! (I'll STREAM your ship unlock),"So apparently there is a way to get this ship without the use of a series s or x. So you do need to own the game (not on steam) or be subscribed to the game pass. Then what you have to do is the game stream on your phone or tablet. This is apparently registered as next Gen console and thus unlocks the ship for you. Any questions feel free to message me. I will still be doing my unlockings for people who own the game on steam or anyone else who is unable to the game stream.

The OG Duke Ship seller. The others just copy my  listing and use it themselves. With over 300 customers I'm the most trusted ship seller outside the Sea of Thieves.

With all the money I earned doing this I finished my set up to stream the whole transaction off my console on discord! If you were skeptical then you can see the whole thing happen right before your eyes!

Please see bottom of description for work hours, pricing, and frequently asked questions!

Sea of Thieves Xbox Series X/S Duke Ship set. Rare Cosmetic! READ DETAILS!. 

To obtain the ship set you have to play on a XBOX SERIES S OR X. Which is the service I provide. I am the first to do unlock the Duke Ship for people this way and set the standard for how it is done. PLEASE HAVE ALL SECURITY ON YOUR ACCOUNT UPDATED! PLEASE DON'T WASTE MY TIME WITH OUTDATED EMAILS OR OHONE NUMBERS. THIS SHOULD TAKE 15 MINUTES TO UNLOCK NOT ONE HOUR!

I will need you to log into Microsoft through www.microsoft.com/link and I will give you a time sensitive code that will link your account to my Xbox series s or x (I have both). I would then play the game until the ship is unlocked and then remove the account from my system. I show pics along the way. I will not ask you for email address or password. Please for your accounts safety never give out your personal information. I offer a safe and quick transaction. It is recommended that after you make a purchase to please make an appointment for me to get the ship for you since communication is needed.
I am the first to operate giving the Duke Ship without email and password and I have helped over 300 people unlock the ship. Pretty much you aren't buying the ship but more buying my time and professionalism for a safe and secure transaction.


Any questions feel free to send me a message. I also have a discord where I also answer any questions and where I communicate with you while doing the transaction. Feel free to message me for the discord and see how everything is done!!!

When you have a time that you would like to please let me know in Eastern Standard Time (EST)
Hours of Business
Monday - Wednesday (1:30PM to 10PM)
Thursday (1:30PM to 9PM)
Friday (11:30AM to 9pm)
Saturday (CLOSED)
Sunday (1PM to 9PM)
Closed on major US Holidays

These are pretty much when I am free since i usually have the same hours for work every day. My last customer is always a half hour before closing.

Please do read the description fully! Buying the product and then asking for a refund for failing to read the description or failing to ask questions before buying will result in a 75 cent inconvenience fee for my time. (Only if you are rude about the whole thing)

Frequently Asked Questions

Is there a code to obtain the ship?
No. The ship can only be unlocked by playing on a series x or s.

How do I know you won't do anything to my account?
A transaction like this is based on trust. I do take pictures every step of the way while communicating with you. I have done this over 250 times and haven't had a single problem yet with someone who I did this process with.

How do you log into my account?
Technically I do not log into your account but you log into my system through remote log in. I have you go into www.microsoft.com/link and then give you a code that will allow you to log into my Xbox.

When are you able to do my ship?
I have my schedule posted above. But I do not stay home all day if I do not have any purchases. This is why I like to set appointments. Please do not after making a purchase saying you are free now. Chances are I am not. So to make everything easier for the both of us let's schedule a time and if I am available right away I will let you know. I swear if you say you want to do it ASAP I will purposely push you back to the end of the day or next day. I can be petty like that XD.

How do you communicate with me?
I like to communicate on Discord. If you do not have discord we can message back and forth on eBay (It is not recommended though)

How long does this usually take?
It depends on which service you buy. If you are doing the regular service it usually take 15 to 30 minutes depending on a few factors like how well the buyer or other buyers are communicating with me, and how well Sea of Thieves or Xbox Live is running. After starting playing the game and joining a server it usually take about 15 minutes for the ship to show up in your inventory. Hopping servers is how you check to see if it was unlocked (so it just won't appear in the middle of the game. Think of it like getting a twitch drop)

Will this work on PC/Steam?
Sea of Thieves is cross play between PC and Xbox so yes since the game requires a Microsoft account to play.

I never received my order what's the deal?
So chances are I have tried reaching out to you multiple times for about a week and never got a response back. Well I most likely have already given you a refund and canceled the order. This is an item that communication is needed and if I don't get it from your end then I have to cancel it. Sometimes I end up with multiple orders and no one responding to messages. So to not stress myself out over this if an order gets past 4 days old with no reply I will automatically cancel the order. I am very quick to get to send a message to buyers the moment they purchase as long as I'm awake to get them. So please check your messages when buying so I can give you my discord or just to communicate on ebay."
47,"Rocket League Items - All Black Market Decals, Unpainted - PC / PS4 / PS5","Painted Black Market Decals

Interstellar
Mainframe
How it works

After purchase, please leave a note in the checkout or message me with the platform you're on (PC or PlayStation), along with your Epic username if PC, or your PSN ID if PlayStation. I will then add you within 24 hours (usually within the hour during the daytime in the UK) to trade. Please make sure your account is able to trade, the requirements are below:

2FA enabled on your Epic Games Account
At least XP level 30
At least 50 minutes of gameplay in Online Matches
Have purchased 500 credits from the item store (only applies if you got the game free to play)
If you are looking for instant delivery, feel free to message me to check if I am available. I deliver every day up until 10pm GMT.

Terms

The entirety of the trade will be recorded for proof of delivery.
This purchase is just for the item in the title itself - other items in the pictures are not included.
Items may or may not be certified.
Check out our store for more great Rocket League deals! Buy any two or more items and receive 5% off your whole order! :)"
48,How To Convert PDF to Kindle Formats: Publish Your Lead Magnet on Amazon - Get More Leads! (Zbooks Ebook Tutorials - Ebook Formatting Done Right! 3),"Publish Your Lead Magnet on Amazon – GET MORE LEADS

This is a complete book making mini-course.

There is no better way to:
•Launch a book, 
•Get more leads, 
•Turbo charge a blog launch, 
•START A BUSINESS.. 

…than to publish a cheat sheet in Amazon! 

In the How To Convert PDF to Kindle course I teach you how to make your PDF lead magnets from your website into publishable REAL EBooks,
And EVEN BETTER, with ALL FREE tools and software!

When you publish a cheat sheet and make it permanently free on Amazon, TWENTY LEADS PER DAY IS AVERAGE!

This is a complete Ebook making crash course in its own right!

Get the most leads with the most efficient use of the mega-market known as AMAZON!

This is the book to the video course and is packed full of wisdom and step by step clear instructions with screenshots and diagrams to get your PDF Lead Magnet PROPERLY formatted for Kindle.

If you try to use an online converter to convert your PDF to MOBI or EPUB, you will quickly notice -- it doesn't work! Those online converters only work with the simplest documents without pics.

In this book I show you everything from advanced formatting techniques , e.g. Bullet Points, and how to add pics the right way.

We go all the way through the process in Calibre to make a properly formatted EPUB and MOBI, and there is even a LAUNCH sequence to help your lead magnet on its way to SUCCESS! 

Come join wwwZbooks.co and get everything you need to finish your books.
We ONLY use FREE tools and software, so you are INSTANTLY PROFITABLE on launch day, Win-Win!

Some of the goodies you get when you join Zbooks:
•Pre-formatted ready-to-use templates, just add your text, delete mine - DONE! The same templates used by BESTSELLING authors!
•Cool tools like the Title Creator that Sells YOU more books.
•A FREE Video course that walks you through the Calibre formatting process
•A FREE Video course that shows you how to make your own graphic covers
•And more!


SCROLL UP AND GRAB A COPY TODAY!"
49,Microsoft Excel Tutorial: A Beginner's Guide To Getting Started: The Potentials In Excel Software,"Mindsets Transform The World,Discover Ways To Live,Escaping The Ordinary Life,Live A Ideal Life,Living An Extraordinary Life,How To Living An Extraordinary Life,Strategies For Living An Extraordinary Life,Extraordinary Lives,Level Up Your Mindset,Change Your Mindset,Transform Your Life,Ways To Level Up Your Mindset,Powerful Mindsets,How To Change Your Mindset,Mindset Books,A Growth Mindset,A Growth Mindset About The World,Money Mindset,Master Your Life,Strategy Emerges From A Mindse,Improve Your Money Mindset,Ways To Improve Your Money Mindset"
50,Teach Yourself VISUALLY Windows 10 (Teach Yourself VISUALLY (Tech)),"Teach Yourself Visually Windows 10, 3rd Edition brings together all of the necessary resources to make you an expert in the use of the latest version of Windows. Using highly visual techniques to maximize learner retention and memory, Teach Yourself Visually Windows 10 will have you breezing through the most popular operating system in the world in no time.

The book includes hundreds of step-by-step and illustrated sets of instructions to teach you both the basics and the complexities of Windows 10 operation. Lessons include: 

Installing and repairing applications
System maintenance
Setting up password-protection
Downloading photos
Managing media files
And more
Teach Yourself Visually Windows 10 combines the best of visual learning techniques with comprehensive source material about the interface and substance of Windows 10 to leave you with encyclopedic knowledge of the operating system.

Perfect for beginners and intermediate users alike, this book will turn your Windows-using experience from a slow slog into a lighting-fast masterclass of efficiency."
51,"Bank Instruments & Accounts Management: Detecting & Preventing Fraud: With Case Law, Tutorial Notes, Questions & Answers","Supposing you walked across to your bank and give your bank cashier (teller clerk) your cash for deposit, but while the cashier was counting the cash, an armed gang swooped in and carted away all monies on the counter, including your cash. Do you know that your bank will not be liable? Yes, your bank will not be liable. The bank will only be liable if the bank cashier had received the cash, checked it, and stamped “Paid” on your deposit teller receipt! 
Do you know that you have no duty, as a bank customer, to ascertain or check the correctness of the figures entered in your passbook or current account statement? If you relied on the accuracy of the statement sent to you and in good faith spent the money stated in your account, the bank may find it difficult to recover such money from you. 
Do you know that on the death of one party in a joint account, any credit balance, security or property is transferred to the surviving party and the survivor will be the one to account to the representative of the deceased party? Again, do you know that a minor (that is, a person below 18 years of age), can run a company account, but cannot repay any loan granted him? Any lending to him, by law, is void, and he cannot be expected to repay such loan! 
Do you know that where a signature on your cheque is forged or unauthorized, the forged or unauthorized signature is wholly inoperative, and your bank cannot debit your account with such a cheque, unless you facilitated the forgery? 
This is just the icing on the cake. Bank Instruments & Accounts Management: Detecting and Preventing Fraud is a recipe for making the soup of banking practice sweet. It is, therefore, an essential work tool for all discerning bankers, a reference partner for all bank customers and the last line of defense for passing the professional banking examination."
